site,keyword,country,branded,clicks,impressions,avg_position,ctr
https://fortuneplay.io,fortune play casino no deposit bonus,sau,True,0,10,36.0,0.0
https://fortuneplay.io,fortune play casino,sau,True,0,17,18.5,0.0
https://lucky7evencasino.org,lucky7even,sau,True,0,10,10.1,0.0
https://fortuneplaycasino.net,fortuneplay casino,sau,True,0,5,54.4,0.0
https://lucky7evencasino.com,lucky 7 casino online,sau,True,0,5,7.6,0.0
https://lucky7evencasino.com,lucky7 casino,sau,True,0,11,8.5,0.0
https://fortuneplay.io,fortuneplay,kwt,True,0,19,7.3,0.0
https://www.casinorocketspin.com/,rocketspin,kwt,True,0,10,6.0,0.0
https://www.casinoluckyvibe.com,luckyvibe casino,sau,True,0,5,7.4,0.0
https://www.casinorocketspin.com/,rocket spin casino,sau,True,0,8,12.0,0.0
https://www.casinospinjo.com,spinjo,kwt,True,0,14,5.9,0.0
https://www.casinorollero.com/,rollero casino,kwt,True,0,5,6.0,0.0
https://www.casinorocketspin.com/,rocketspin casino,sau,True,0,9,9.6,0.0
https://www.casinorocketspin.com/,rocketspin casino,kwt,True,0,13,6.7,0.0
https://www.casinoluckyvibe.com,lucky vibe,kwt,True,0,14,7.2,0.0
https://spinsupcasino.com/,spinsup,sau,True,0,13,9.1,0.0
https://spinsupcasino.com/,كازينو spinsup,kwt,True,0,78,4.6,0.0
https://spinsupcasino.com/,كازينو spinsup,sau,True,0,177,4.8,0.0
https://www.luckyvibe.io/,luckyvibe casino,sau,True,0,5,2.8,0.0
https://www.luckyvibecasino.com,lucky vibe casino,sau,True,0,8,4.0,0.0
https://www.casinospinjo.com,spinjo casino,sau,True,0,14,17.9,0.0
https://www.luckyvibe.io/,lucky vibe casino,sau,True,0,12,15.0,0.0
https://www.casinospinjo.com,spinjo,sau,True,0,5,19.0,0.0
https://www.casinoluckyvibe.com,lucky vibe casino,sau,True,0,7,17.7,0.0
https://www.casinoluckyvibe.com,luckyvibe,kwt,True,0,19,9.7,0.0
https://www.casinoluckyvibe.com,luckyvibe bet,kwt,True,0,10,8.9,0.0
https://www.casinoluckyvibe.com,luckyvibe casino,kwt,True,0,8,8.6,0.0
https://www.playmojo.io/,playmojo casino,sau,True,0,5,10.4,0.0
https://www.playmojocasino.com/,play mojo,kwt,True,0,10,5.7,0.0
https://www.playmojo.io/,كازينو playmojo,kwt,True,0,98,7.3,0.0
https://www.playmojo.io/,play mojo casino,kwt,True,0,6,3.0,0.0
https://www.playmojo.io/,playmogo.com,sau,True,0,9,9.9,0.0
https://www.playmojo.io/,playmojo,sau,True,0,50,8.8,0.0
https://www.playmojo.io/,play mojo casino,sau,True,0,6,7.2,0.0
https://www.playmojocasino.com/,كازينو playmojo,kwt,True,0,111,7.8,0.0
https://www.playmojocasino.com/,playmojo,sau,True,0,32,10.9,0.0
https://www.playmojocasino.com/,play mojo casino,sau,True,0,6,3.7,0.0
https://www.playmojocasino.com/,play mojo casino,kwt,True,0,6,2.0,0.0
https://www.playmojo.io/,كازينو playmojo,sau,True,0,229,6.5,0.0
https://www.spinjo.io,beste online casino casinod.casino 🇩🇪,sau,False,0,7,7.0,0.0
https://www.spinjo.io,spinjo,sau,True,0,6,27.7,0.0
https://www.playmojocasino.com/,كازينو playmojo,sau,True,0,241,6.3,0.0
https://www.spinjo.io,spinjo casino,kwt,True,0,9,2.9,0.0
https://www.spinjo.io,spinjo casino,sau,True,0,18,11.7,0.0
https://www.spinsup.io/,spin up casino,sau,True,0,10,13.9,0.0
https://www.spinjocasino.com,spinjo casino,sau,True,0,13,3.7,0.0
https://www.spinsup.io/,spinsup,kwt,True,0,5,2.0,0.0
https://www.spinsup.io/,spinsup casino,sau,True,0,5,6.2,0.0
https://www.spinsup.io/,كازينو spinsup,kwt,True,0,119,3.5,0.0
https://www.spinsup.io/,كازينو spinsup,sau,True,0,251,2.9,0.0
